CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,EMPLYD_CNT,OWNSHP_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,SHAPE_AREA,SHAPE_LEN
Residential,1,SHW,SHERWOOD,NORTH,DEVELOPING,BUILDING OUT,2009,,1553,492,168,0,390,490,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,4,422,388,1546,36,28,0,0,20,70,103,188,43,790,763,74,148,66,58,110,143,129,41,18,3,59,123,66,43,134,164,110,35,18,11,133,271,132,101,244,307,239,76,36,14,2596537.83373000000,6760.42772998000
Residential,1,LMR,LOWER MOUNT ROYAL,CENTRE,BUILT-OUT,INNER CITY,2009,,3222,2298,62,0,642,63,20,0,2074,94,0,41,0,0,4,1,0,1,0,15,1891,538,2768,125,0,43,1,33,2,51,1,0,6,0,20,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,103,4,0,0,0,83,63,151,7,4,0,2,47,21,102,8,0,6,6,1213,722,103,35,3,1727,1495,34,28,40,156,697,366,202,119,71,14,22,23,37,200,595,225,155,92,108,38,56,51,77,356,1292,591,357,211,179,52,282657.27753100000,2856.12420107000
Residential,1,VAL,VALLEY RIDGE,WEST,BUILT-OUT,2000s,2009,,4979,1713,500,0,1636,1607,0,0,0,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,143,0,0,0,0,104,97,177,0,0,1,0,1585,1538,4659,22,0,0,1,165,657,302,522,44,2483,2496,195,352,151,113,214,490,465,306,115,82,196,304,123,112,245,505,477,283,111,140,391,656,274,225,459,995,942,589,226,222,3123831.73580000000,7647.36228215000
Residential,1,WIL,WILLOW PARK,SOUTH,BUILT-OUT,1960s/1970s,2009,,5296,2279,277,0,1795,1587,0,16,228,439,0,7,0,0,0,0,0,2,0,0,223,0,399,5,0,0,0,6,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,40,0,0,0,0,0,0,0,2,0,0,0,427,319,884,9,0,3,0,1557,1475,3961,26,0,4,2,519,963,319,397,31,2672,2624,107,273,168,195,274,342,469,320,305,219,108,217,158,158,254,360,450,356,342,221,215,490,326,353,528,702,919,676,647,440,3398343.01758000000,7332.21384752000
Residential,1,DRN,DEER RUN,SOUTH,BUILT-OUT,1980s/1990s,2009,,5520,2113,296,0,1626,1561,118,0,216,206,0,12,0,0,0,0,0,0,0,0,190,0,298,20,1,5,0,12,1,22,0,0,0,0,115,92,323,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,91,374,9,0,0,0,1534,1442,4503,24,2,1,0,343,748,412,490,54,2804,2716,129,301,231,271,355,364,522,459,133,39,107,302,223,242,304,372,589,416,115,46,236,603,454,513,659,736,1111,875,248,85,1868534.63470000000,10643.09251080000
Residential,1,RMT,ROSEMONT,CENTRE,BUILT-OUT,1950s,2009,,1235,558,55,0,328,308,174,0,19,0,0,56,0,0,1,0,0,0,0,0,18,1,28,1,0,0,0,46,0,61,0,1,9,0,166,65,362,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,299,261,781,6,3,0,1,138,211,74,104,3,598,637,21,58,30,65,96,82,118,58,30,40,25,58,49,61,88,90,108,51,48,59,46,116,79,126,184,172,226,109,78,99,449752.45729300000,2807.11472684000
Residential,1,SAD,SADDLE RIDGE,NORTHEAST,DEVELOPING,BUILDING OUT,2009,,12255,3313,1804,0,2731,2981,100,0,63,142,0,27,0,0,0,0,0,0,0,0,31,7,77,0,32,0,0,24,3,68,1,0,2,0,92,78,289,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,61,277,7,21,7,4,2862,2582,11544,66,38,11,0,141,561,596,1319,499,6202,6053,696,1071,346,403,1296,1242,603,348,160,37,725,1009,355,377,1421,1047,572,346,158,43,1421,2080,701,780,2717,2289,1175,694,318,80,5590105.31178000000,10146.86354900000
Residential,1,BYV,BAYVIEW,SOUTH,BUILT-OUT,1960s/1970s,2009,,647,249,35,0,235,212,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,35,61,0,0,0,0,202,200,586,10,0,0,0,32,106,30,64,6,304,343,7,32,30,13,11,32,51,52,38,38,15,51,19,16,12,32,61,48,42,47,22,83,49,29,23,64,112,100,80,85,423973.33195400000,4299.26705999000
Residential,1,SCA,SCARBORO,CENTRE,BUILT-OUT,INNER CITY,2009,,874,347,78,0,267,335,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,266,866,24,4,12,0,45,97,41,105,10,445,429,31,60,36,32,26,73,84,54,29,20,35,50,41,27,29,63,88,47,26,23,66,110,77,59,55,136,172,101,55,43,453685.52777800000,3058.96729389000
Residential,1,NGM,NORTH GLENMORE PARK,WEST,BUILT-OUT,1950s,2009,,2413,1011,136,0,752,805,100,3,46,0,0,55,0,1,1,0,0,0,0,0,38,0,68,5,0,3,0,40,2,59,1,2,12,0,93,39,236,4,3,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,798,711,2040,5,1,0,2,221,371,176,187,18,1216,1197,60,137,98,75,145,167,226,125,80,103,50,129,97,72,133,179,202,126,114,95,110,266,195,147,278,346,428,251,194,198,1155905.49925000000,4868.37467527000
Residential,1,POI,POINT MCKAY,CENTRE,BUILT-OUT,1960s/1970s,2009,,1324,846,28,0,646,0,24,0,312,510,0,0,0,0,0,0,0,0,0,0,298,219,419,14,0,0,0,0,0,0,0,0,0,0,24,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,404,853,11,0,0,0,0,0,0,0,0,0,0,420,322,59,20,0,599,725,13,15,17,27,97,81,121,130,58,40,13,9,16,48,127,84,142,145,66,75,26,24,33,75,224,165,263,275,124,115,383870.39259900000,2503.66385091000
Industrial,2,ABP,AURORA BUSINESS PARK,NORTH,N/A,EMPLOYMENT,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436001.25132000000,7541.14141946000
Major Park,3,NPK,NOSE HILL PARK,NORTHWEST,N/A,PARKS,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11605488.02870000000,13861.67301440000
Residual Sub Area,4,09D,09D,EAST,N/A,OTHER,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404271.65515100000,3450.24799984000
Residual Sub Area,4,02F,02F,NORTHWEST,N/A,OTHER,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283090.98069000000,7088.11761010000
Residual Sub Area,4,01B,01B,NORTHWEST,N/A,UNDEVELOPED,2009,Y,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982904.17273000000,6156.27855914000
Residual Sub Area,4,06A,06A,WEST,N/A,UNDEVELOPED,2009,,34,13,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,34,0,1,1,0,1,4,1,5,0,22,12,0,4,3,4,1,1,4,3,1,1,0,0,1,3,0,1,6,0,0,1,0,4,4,7,1,2,10,3,1,2,2834896.24746000000,13258.18925710000
Residual Sub Area,4,03S,03S,NORTHEAST,N/A,UNDEVELOPED,2009,Y,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3966235.28011000000,8142.82715774000
Industrial,2,FRA,FRANKLIN,NORTHEAST,N/A,EMPLOYMENT,2009,Y,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464543.71189000000,5267.42055213000
Residual Sub Area,4,10A,10A,EAST,N/A,UNDEVELOPED,2009,,639,320,26,0,303,14,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,297,293,604,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,10,35,1,0,0,0,84,155,43,25,2,329,310,4,19,12,25,28,41,60,75,53,12,13,22,9,16,31,43,57,74,39,6,17,41,21,41,59,84,117,149,92,18,9969355.76637000000,14263.24409310000
Residual Sub Area,4,01H,01H,WEST,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3042780.34178000000,7527.58611716000
Residential,1,RAM,RAMSAY,CENTRE,BUILT-OUT,INNER CITY,2009,,1950,1134,108,0,512,746,77,0,54,50,0,199,0,6,2,0,0,0,0,0,52,0,57,2,0,0,1,152,7,227,13,0,33,0,61,21,137,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,15,0,0,1,0,49,0,120,1,0,0,7,689,482,1394,35,5,10,8,395,398,141,67,8,1027,923,33,58,31,66,240,212,210,95,43,39,55,57,33,66,204,204,130,73,46,55,88,115,64,132,444,416,340,168,89,94,984254.69883800000,4684.26183316000
Industrial,2,FVI,FAIRVIEW INDUSTRIAL,SOUTH,N/A,EMPLOYMENT,2009,Y,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279220.59039000000,7842.92022290000
Residential,1,SPR,SPRUCE CLIFF,WEST,BUILT-OUT,1950s,2009,,3518,2308,260,0,767,317,99,0,1666,140,0,85,0,0,0,1,0,0,0,7,1100,484,1753,186,373,0,0,58,0,83,6,0,21,0,86,33,204,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,248,0,0,0,1,117,20,484,6,16,0,0,303,230,746,12,1,1,1,728,582,176,137,42,1630,1888,122,155,61,106,418,242,205,145,87,89,93,131,67,161,432,248,194,189,160,213,215,286,128,267,850,490,399,334,247,302,1081282.38400000000,4695.31078960000
Residential,1,RIV,RIVERBEND,SOUTHEAST,BUILT-OUT,1980s/1990s,2009,,10081,3446,567,0,3209,3242,42,0,0,150,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,19,0,0,2,0,41,38,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,140,257,4,0,0,0,3218,3028,9734,21,0,3,0,398,1107,725,1060,125,5029,5052,222,747,457,325,542,845,1149,506,165,71,191,749,438,301,519,907,1157,471,202,117,413,1496,895,626,1061,1752,2306,977,367,188,4069658.48625000000,9217.02595403000
Residential,1,WIN,WINSTON HEIGHTS/MOUNTVIEW,CENTRE,BUILT-OUT,1950s,2009,,3632,1838,184,0,1041,862,272,0,127,161,183,228,0,2,1,1,0,1,0,0,116,2,127,11,0,0,0,176,7,264,15,0,37,0,244,134,565,20,6,2,0,175,165,288,8,0,0,0,0,0,0,0,0,0,0,4,0,299,1,0,0,0,153,126,352,8,0,0,1,804,607,1737,42,8,7,5,642,620,243,153,14,1829,1803,81,115,79,126,331,314,326,209,104,144,73,110,57,127,299,260,305,190,159,223,154,225,136,253,630,574,631,399,263,367,3013963.35357000000,8242.93266716000
Residential,1,EPK,ELBOW PARK,CENTRE,BUILT-OUT,INNER CITY,2009,,3417,1219,255,0,1034,1205,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,1,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1117,1032,3394,57,24,6,0,134,375,179,397,45,1733,1684,88,297,180,104,84,220,358,243,89,70,98,251,164,70,103,253,362,215,84,84,186,548,344,174,187,473,720,458,173,154,1786489.12959000000,7301.11799043000
Residential,1,OAK,OAKRIDGE,SOUTH,BUILT-OUT,1960s/1970s,2009,,5823,2292,303,0,2056,1706,144,0,35,402,0,5,0,0,0,0,0,0,0,0,34,31,57,1,0,0,0,4,0,6,0,0,1,0,140,110,251,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,309,769,10,0,0,0,1691,1606,4740,13,0,2,0,418,909,372,513,49,2891,2932,112,327,230,213,273,344,490,479,303,120,123,311,200,200,277,383,552,505,278,103,235,638,430,413,550,727,1042,984,581,223,2419705.22697000000,6362.79402320000
Residential,1,MAF,MAYFAIR,CENTRE,BUILT-OUT,1950s,2009,,430,157,33,0,133,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,133,430,14,0,0,0,16,47,20,55,4,206,224,13,21,32,9,3,19,54,28,11,16,11,36,27,11,7,28,55,18,15,16,24,57,59,20,10,47,109,46,26,32,305022.79276200000,2369.50898588000
Residential,1,COR,CORAL SPRINGS,NORTHEAST,BUILT-OUT,1980s/1990s,2009,,6009,1489,368,0,1376,1437,1,0,0,36,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,42,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,78,5,0,0,0,1420,1355,5888,17,0,0,0,54,211,281,666,254,3048,2961,161,471,325,288,329,419,563,294,135,63,116,395,301,276,364,446,570,282,141,70,277,866,626,564,693,865,1133,576,276,133,1626240.31308000000,5257.08714455000
Residential,1,EAU,EAU CLAIRE,CENTRE,BUILT-OUT,CENTRE CITY,2009,,1716,1325,68,0,637,1,1,0,1299,23,0,0,0,0,0,0,0,1,0,132,1023,622,1675,78,30,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,15,38,5,0,1,0,1,0,3,0,0,0,1,490,461,60,30,0,920,796,26,17,10,26,127,132,208,194,109,71,33,22,12,25,105,108,139,154,126,72,59,39,22,51,232,240,347,348,235,143,516056.03106100000,3221.64518837000
Residual Sub Area,4,03D,03D,NORTH,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514301.98101000000,6874.64391694000
Residential,1,SSD,SUNNYSIDE,CENTRE,BUILT-OUT,INNER CITY,2009,,3675,2350,139,0,777,534,40,11,1466,185,0,109,0,3,0,0,0,2,0,13,1382,313,2014,64,4,3,3,90,0,118,13,0,3,0,37,22,77,3,0,0,0,0,0,0,0,0,0,0,11,7,19,0,0,0,0,3,0,6,2,0,0,2,178,132,370,4,0,1,4,502,303,1071,24,2,2,5,1119,810,180,93,1,1844,1831,43,74,46,174,703,336,238,157,47,26,72,81,33,213,693,285,218,134,59,43,115,155,79,387,1396,621,456,291,106,69,1022201.24025000000,5850.78678671000
Residential,1,WAL,WALDEN,SOUTH,DEVELOPING,BUILDING OUT,2009,Y,0,49,0,0,0,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425949.88778000000,8256.26952376000
Residential,1,THO,THORNCLIFFE,NORTH,BUILT-OUT,1950s,2009,,8792,3841,589,0,2244,2054,371,0,336,815,0,264,0,0,1,0,0,0,0,6,308,26,464,18,0,4,3,190,9,314,22,0,49,1,352,160,894,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,767,349,2145,46,0,0,1,2002,1700,4975,45,1,5,1,945,1262,703,626,83,4457,4335,253,417,300,334,675,745,764,425,270,274,230,437,246,320,624,712,676,421,318,351,483,854,546,654,1299,1457,1440,846,588,625,3269188.33104000000,8229.11035731000
Residual Sub Area,4,13B,13B,SOUTH,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219966.57796800000,2223.78848183000
Residual Sub Area,4,01E,01E,WEST,N/A,UNDEVELOPED,2009,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571917.24801000000,3435.89711158000
Residual Sub Area,4,02A,02A,NORTHWEST,N/A,UNDEVELOPED,2009,,33,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,1,1,29,4,0,0,1,3,5,7,8,5,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,3,6,9,8,5,0,0,5288147.49628000000,9720.43471835000
Residential,1,HIL,HILLHURST,CENTRE,BUILT-OUT,INNER CITY,2009,,6074,3456,365,0,1159,1025,221,98,1837,98,0,164,1,8,2,1,0,1,0,9,1539,262,2641,51,22,216,2,146,2,212,3,0,13,0,203,153,505,6,10,2,0,0,0,0,0,0,0,0,96,2,128,2,0,0,1,11,2,83,0,0,1,1,91,36,177,6,0,0,5,964,702,2328,39,13,4,13,1201,1160,338,333,18,3130,2944,177,170,278,571,677,484,387,252,88,46,144,166,291,445,662,431,374,238,100,93,321,336,569,1016,1339,915,761,490,188,139,2068839.51802000000,6746.13189191000
Residential,1,EAG,EAGLE RIDGE,SOUTH,BUILT-OUT,1960s/1970s,2009,,256,108,12,0,96,97,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,86,241,8,0,3,0,15,44,9,27,1,123,133,2,18,10,7,9,19,19,19,10,10,5,15,4,7,11,18,30,21,9,13,7,33,14,14,20,37,49,40,19,23,371978.19768600000,3865.86062988000
Residential,1,ARB,ARBOUR LAKE,NORTHWEST,BUILT-OUT,1980s/1990s,2009,,10727,3904,735,0,3443,2666,174,0,683,61,308,11,0,0,0,1,0,0,0,1,659,511,1084,23,0,0,0,9,4,19,0,0,2,0,172,162,315,2,0,0,1,296,294,480,11,0,0,0,0,0,0,0,0,0,0,1,0,117,0,0,0,0,58,46,141,3,0,0,0,2631,2426,8571,25,1,9,1,691,1292,628,1086,129,5212,5515,263,780,409,337,540,880,878,516,319,290,291,787,368,318,582,1006,815,553,409,386,554,1567,777,655,1122,1886,1693,1069,728,676,4338719.67396000000,8617.14558784000
Residential,1,NHV,NORTH HAVEN,NORTH,BUILT-OUT,1960s/1970s,2009,,2323,986,143,0,662,605,204,0,70,86,0,21,0,0,0,0,0,0,0,0,47,0,51,3,20,0,1,17,1,26,0,0,3,0,195,105,474,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,223,4,0,0,0,596,556,1549,9,0,0,0,210,364,159,190,14,1131,1192,55,119,66,87,162,148,185,117,119,73,61,118,70,78,139,137,202,135,162,90,116,237,136,165,301,285,387,252,281,163,845599.36341200000,4110.69293787000
Residential,1,DNW,DOWNTOWN WEST END,CENTRE,BUILT-OUT,CENTRE CITY,2009,,2288,1627,64,0,715,4,0,0,1620,0,0,0,0,1,0,0,0,2,0,36,1418,714,2278,161,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,0,0,3,732,563,80,46,0,1211,1077,20,19,16,62,379,243,213,165,56,38,36,27,21,89,344,183,175,121,46,35,56,46,37,151,723,426,388,286,102,73,364534.28638000000,2809.59036028000
Residential,1,RCK,ROSSCARROCK,WEST,BUILT-OUT,1950s,2009,,3213,1613,229,0,424,440,447,0,357,96,0,273,0,0,0,0,0,0,0,0,325,26,552,32,0,0,0,210,9,384,17,0,46,0,403,130,1045,26,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,6,236,7,0,0,0,399,253,996,26,8,7,0,432,510,278,183,22,1661,1552,108,131,94,178,416,322,216,92,52,52,72,135,82,139,405,265,212,89,83,70,180,266,176,317,821,587,428,181,135,122,1062226.82099000000,4400.01083003000
